"";"FECHA";"CLIENTE";"IMPORTE"
"16079";2015-03-03;7173433017;"315,26"
"17001";2015-03-03;10984019;"47,75"
"17040";2015-03-03;3216308027;"49,58"
"17388";2015-03-03;7237435016;"54,30"
"17697";2015-03-03;3392287011;"12,03"
"17851";2015-03-03;7194958026;"38,00"
"18467";2015-03-03;3658293034;"30,00"
"18607";2015-03-03;69190013;"46,00"
"19279";2015-03-03;7101341043;"46,00"
"19498";2015-03-03;2335214015;"50,00"
"20710";2015-03-03;2105394013;"42,00"
"20799";2015-03-03;2036308017;"50,00"
"21074";2015-03-03;2216480016;"15,00"
"21096";2015-03-03;2389954011;"48,78"
"21386";2015-03-03;2156264016;"50,00"
"21507";2015-03-03;7002216021;"54,80"
"23018";2015-03-03;1743041095;"44,00"
"24238";2015-03-03;3555478035;"55,50"
"24307";2015-03-03;1376133029;"50,00"
"24433";2015-03-03;7195009019;"51,00"
"25363";2015-03-03;2186234013;"52,00"
"25395";2015-03-03;1087033011;"50,60"
"25635";2015-03-03;7159628036;"43,96"
"26354";2015-03-03;1496487016;"27,20"
"27586";2015-03-03;1248301026;"20,00"
"27848";2015-03-03;71476038;"50,55"
"28044";2015-03-03;3394045011;"39,01"
"29569";2015-03-03;7152723016;"54,20"
"30075";2015-03-03;1109854014;"43,00"
"31645";2015-03-03;64645029;"38,00"
"31752";2015-03-03;1014368011;"60,00"
"32232";2015-03-03;1112026065;"54,60"
"32636";2015-03-03;3560986014;"42,40"
"32835";2015-03-03;2373817018;"73,02"
"33411";2015-03-03;1014749010;"49,00"
"34486";2015-03-03;9590710037;"47,20"
"34535";2015-03-03;2337588028;"56,15"
"34849";2015-03-03;40596015;"64,01"
"35183";2015-03-03;3913644013;"40,01"
"36390";2015-03-03;7208067012;"70,00"
"36683";2015-03-03;2000141014;"67,50"
"36991";2015-03-03;56651035;"60,00"
"37340";2015-03-03;2233003015;"30,00"
"37476";2015-03-03;2307986012;"46,40"
"37481";2015-03-03;9566620038;"41,00"
"38017";2015-03-03;7164418027;"10,68"
"39245";2015-03-03;1359234018;"80,97"
"40226";2015-03-03;7179682021;"60,85"
"40463";2015-03-03;1285978033;"46,02"
"40634";2015-03-03;3195788017;"51,30"
"40755";2015-03-03;3702879010;"25,00"
"41524";2015-03-03;7065153012;"21,29"
"42216";2015-03-03;1178071011;"50,00"
"42342";2015-03-03;3711800015;"41,01"
"42399";2015-03-03;2374482010;"42,00"
"597";2015-03-04;7211197012;"52,50"
"3852";2015-03-04;1334439021;"47,50"
"3905";2015-03-04;9621070021;"40,00"
"4457";2015-03-04;1145722019;"50,00"
"4616";2015-03-04;2273718019;"58,01"
"4674";2015-03-04;2324422017;"51,30"
"5372";2015-03-04;7207514048;"30,00"
"6287";2015-03-04;1699137038;"60,02"
"6316";2015-03-04;2395846011;"42,89"
"6583";2015-03-04;3855571018;"57,50"
"7248";2015-03-04;1167561014;"56,00"
"7949";2015-03-04;1069735039;"50,00"
"8214";2015-03-04;7159628036;"28,97"
"8311";2015-03-04;10859013;"34,00"
"9591";2015-03-04;81769018;"40,00"
"10546";2015-03-04;1297202018;"50,00"
"10630";2015-03-04;3900036017;"38,80"
"11769";2015-03-04;3981946019;"50,25"
"12318";2015-03-04;1268630015;"86,50"
"12332";2015-03-04;3404921045;"58,01"
"12462";2015-03-04;3558196014;"50,00"
"12867";2015-03-04;1339877035;"58,40"
"13366";2015-03-04;1100602016;"75,00"
"13663";2015-03-04;3936681026;"50,00"
"15971";2015-03-04;7224560016;"40,00"
"15996";2015-03-04;2369877018;"55,00"
"16195";2015-03-04;3201566019;"53,50"
"16269";2015-03-04;7163942027;"63,97"
"16592";2015-03-04;7266188015;"45,00"
"16748";2015-03-04;3690829019;"80,00"
"17077";2015-03-04;1208098018;"35,44"
"17399";2015-03-04;2186425017;"42,00"
"18511";2015-03-04;2008649018;"60,92"
"18980";2015-03-04;7183237010;"30,00"
"22052";2015-03-04;1458092051;"40,98"
"22123";2015-03-04;1141062014;"54,33"
"22866";2015-03-04;1407517042;"50,00"
"23048";2015-03-04;13902042;"56,20"
"23169";2015-03-04;1069356018;"42,61"
"23273";2015-03-04;1263567016;"79,56"
"24065";2015-03-04;7200571011;"41,01"
"25198";2015-03-04;3947491019;"25,00"
"25330";2015-03-04;7002463029;"38,67"
"27070";2015-03-04;7249996013;"48,00"
"27445";2015-03-04;33221035;"50,00"
"27589";2015-03-04;45196019;"50,00"
"28505";2015-03-04;9616620020;"65,00"
"29394";2015-03-04;1232248019;"54,01"
"31020";2015-03-04;3673675017;"68,00"
"31277";2015-03-04;33839026;"30,00"
"31344";2015-03-04;7065559010;"50,00"
"32619";2015-03-04;7163062024;"25,00"
"33588";2015-03-04;83328011;"48,44"
"33690";2015-03-04;1048572018;"39,00"
"34813";2015-03-04;7265228010;"14,00"
"35534";2015-03-04;46374011;"62,01"
"36010";2015-03-04;2185261017;"46,42"
"36597";2015-03-04;1156857019;"67,00"
"37589";2015-03-04;2407664014;"50,00"
"38264";2015-03-04;7213835015;"56,19"
"38954";2015-03-04;9591400026;"59,00"
"38985";2015-03-04;2277026;"49,87"
"39173";2015-03-04;3542076017;"65,67"
"39752";2015-03-04;3690829019;"30,00"
"39762";2015-03-04;7261893015;"46,26"
"39765";2015-03-04;3775768017;"49,00"
"40279";2015-03-04;7020045022;"57,13"
"40320";2015-03-04;1440694055;"47,60"
"40326";2015-03-04;3854620014;"62,01"
"40531";2015-03-04;7094061046;"35,00"
"41313";2015-03-04;1339270025;"14,39"
"41412";2015-03-04;3746135031;"88,78"
"41823";2015-03-04;3704576010;"83,01"
"42091";2015-03-04;1185164033;"40,00"
"42995";2015-03-04;3368880013;"30,00"
"43281";2015-03-04;1303446015;"37,60"
"289";2015-03-05;7077143019;"25,00"
"688";2015-03-05;3396426045;"74,00"
"760";2015-03-05;7115924032;"40,00"
"1584";2015-03-05;3742835014;"62,30"
"3140";2015-03-05;55815011;"59,87"
"3442";2015-03-05;9583100014;"46,15"
"4141";2015-03-05;1472136058;"47,40"
"4158";2015-03-05;7212498013;"65,40"
"4279";2015-03-05;7265886015;"64,00"
"4828";2015-03-05;3515209017;"35,40"
"5468";2015-03-05;2323813018;"48,00"
"6865";2015-03-05;7055159011;"58,95"
"6908";2015-03-05;7183170021;"60,44"
"7266";2015-03-05;70613011;"43,50"
"7623";2015-03-05;7264604013;"26,21"
"7912";2015-03-05;7244393018;"20,00"
"8897";2015-03-05;25720010;"55,00"
"9941";2015-03-05;1441888037;"48,47"
"10284";2015-03-05;56751017;"46,50"
"10298";2015-03-05;2020504019;"53,40"
"11035";2015-03-05;1326512033;"55,00"
"11195";2015-03-05;2332826019;"75,35"
"12362";2015-03-05;1289190017;"53,40"
"13165";2015-03-05;1291369011;"34,30"
"14227";2015-03-05;2167999014;"60,00"
"14415";2015-03-05;2368329011;"39,00"
"15263";2015-03-05;17799014;"50,00"
"15444";2015-03-05;53262018;"41,00"
"15559";2015-03-05;1487780049;"60,35"
"15566";2015-03-05;3554508022;"55,57"
"15597";2015-03-05;1112212010;"50,00"
"16359";2015-03-05;9583670024;"53,00"
"16773";2015-03-05;3209695026;"33,00"
"16782";2015-03-05;3616629048;"37,00"
"16954";2015-03-05;2273677017;"20,00"
"17178";2015-03-05;7159628036;"23,20"
"18728";2015-03-05;7155550010;"37,00"
"20046";2015-03-05;1178071011;"50,00"
"20367";2015-03-05;7261893015;"51,00"
"20928";2015-03-05;73113027;"40,00"
"21574";2015-03-05;3659650018;"50,00"
"22284";2015-03-05;1094002017;"48,00"
"23110";2015-03-05;3822584011;"25,00"
"23359";2015-03-05;59797017;"40,00"
"23809";2015-03-05;1139985010;"42,00"
"24264";2015-03-05;2131560017;"52,00"
"24280";2015-03-05;7047134015;"51,00"
"25520";2015-03-05;1370239012;"53,00"
"26275";2015-03-05;1256196011;"50,00"
"26292";2015-03-05;3840380038;"42,60"
"28799";2015-03-05;1144221013;"54,00"
"29525";2015-03-05;1167701018;"32,23"
"29545";2015-03-05;1042193019;"30,00"
"29600";2015-03-05;1210951014;"63,49"
"29849";2015-03-05;1265101010;"57,20"
"30010";2015-03-05;1161259011;"40,00"
"30528";2015-03-05;1415456019;"46,18"
"31700";2015-03-05;7213660017;"52,00"
"32310";2015-03-05;7203523019;"50,00"
"32316";2015-03-05;1743041095;"43,37"
"32350";2015-03-05;7009943023;"65,00"
"33070";2015-03-05;1001378021;"46,21"
"33431";2015-03-05;1396205021;"90,00"
"33948";2015-03-05;2205781010;"50,00"
"33984";2015-03-05;1221820044;"208,04"
"34273";2015-03-05;67229011;"41,70"
"34647";2015-03-05;7084362032;"48,45"
"37069";2015-03-05;7092025019;"60,53"
"37840";2015-03-05;7222550027;"20,00"
"38096";2015-03-05;78929039;"49,51"
"38230";2015-03-05;2315184014;"48,00"
"38243";2015-03-05;2315836019;"55,49"
"38452";2015-03-05;3379332012;"56,53"
"38785";2015-03-05;3631059015;"58,00"
"39015";2015-03-05;2216480016;"17,00"
"39805";2015-03-05;1332478013;"30,00"
"39914";2015-03-05;3930686021;"19,11"
"40677";2015-03-05;7031091015;"52,00"
"41203";2015-03-05;2334864018;"30,00"
"41209";2015-03-05;3671255010;"58,00"
"41250";2015-03-05;83542025;"60,02"
"41856";2015-03-05;2062125012;"56,00"
"43013";2015-03-05;2307302012;"53,15"
"1205";2015-03-06;3396426045;"59,07"
"1289";2015-03-06;2395102019;"70,50"
"2281";2015-03-06;7265034012;"59,60"
"2364";2015-03-06;2197316015;"50,00"
"3462";2015-03-06;7229462010;"64,00"
"3775";2015-03-06;3590782011;"50,00"
"4077";2015-03-06;7065153012;"38,40"
"4130";2015-03-06;3669576021;"51,00"
"4643";2015-03-06;1023926013;"56,00"
"4794";2015-03-06;7264724019;"43,26"
"4847";2015-03-06;1123193019;"36,00"
"5249";2015-03-06;2353839016;"45,00"
"5465";2015-03-06;2084368012;"61,00"
"5555";2015-03-06;2392951012;"48,70"
"5631";2015-03-06;2168573016;"39,36"
"6733";2015-03-06;2302952019;"55,66"
"7174";2015-03-06;2325160012;"85,60"
"7944";2015-03-06;62964034;"42,59"
"8306";2015-03-06;7260890012;"53,08"
"9599";2015-03-06;9568170032;"61,01"
"9656";2015-03-06;3667081016;"63,01"
"11414";2015-03-06;2167227010;"30,00"
"12028";2015-03-06;3924785037;"53,00"
"12083";2015-03-06;49162033;"51,70"
"12177";2015-03-06;83790012;"38,35"
"12338";2015-03-06;7109371034;"55,65"
"13654";2015-03-06;1338923020;"45,91"
"13898";2015-03-06;10253019;"20,75"
"15008";2015-03-06;2383413014;"63,50"
"15833";2015-03-06;44071031;"58,91"
"16224";2015-03-06;3994922015;"45,06"
"16612";2015-03-06;1471892016;"44,30"
"16905";2015-03-06;1236243016;"40,00"
"17640";2015-03-06;1290075015;"50,00"
"17855";2015-03-06;1152040016;"26,97"
"18153";2015-03-06;3692551017;"47,00"
"18227";2015-03-06;2399365018;"55,00"
"18438";2015-03-06;2333935017;"92,95"
"18667";2015-03-06;2008649018;"47,00"
"18930";2015-03-06;3781008028;"56,00"
"19666";2015-03-06;3673206011;"43,00"
"19932";2015-03-06;7059392022;"80,01"
"20037";2015-03-06;7265379011;"33,20"
"20784";2015-03-06;85563011;"67,40"
"20930";2015-03-06;1137573016;"54,63"
"21406";2015-03-06;1028099014;"48,00"
"21499";2015-03-06;2326992017;"48,23"
"21726";2015-03-06;4123530026;"46,02"
"22762";2015-03-06;2216220016;"74,30"
"23134";2015-03-06;2356040018;"68,00"
"23609";2015-03-06;3378412039;"51,87"
"24616";2015-03-06;1276437015;"82,35"
"25159";2015-03-06;3385608017;"30,00"
"25461";2015-03-06;1178563017;"62,10"
"27217";2015-03-06;7201701013;"40,00"
"28000";2015-03-06;3394045011;"59,01"
"28035";2015-03-06;1268630015;"50,00"
"28583";2015-03-06;1265407021;"53,00"
"29086";2015-03-06;3396797015;"63,14"
"29685";2015-03-06;3618552024;"43,96"
"31465";2015-03-06;3391471046;"52,57"
"31665";2015-03-06;53520019;"56,57"
"32579";2015-03-06;3676777034;"43,54"
"34060";2015-03-06;2324194012;"63,39"
"35046";2015-03-06;1159470018;"40,00"
"36012";2015-03-06;58562016;"47,80"
"36214";2015-03-06;2013871011;"40,00"
"36227";2015-03-06;2402232015;"51,00"
"36834";2015-03-06;1408229019;"50,00"
"36997";2015-03-06;3669576021;"38,15"
"37859";2015-03-06;7124770012;"82,00"
"38548";2015-03-06;3639852015;"45,40"
"38566";2015-03-06;7084362032;"9,29"
"39143";2015-03-06;2238902013;"67,63"
"39524";2015-03-06;1370239012;"43,53"
"40313";2015-03-06;1266170014;"36,43"
"40646";2015-03-06;3945448011;"35,00"
"41087";2015-03-06;1415278041;"38,82"
"41169";2015-03-06;7025665014;"33,50"
"41301";2015-03-06;1395375023;"31,00"
"41496";2015-03-06;1028038012;"61,01"
"41636";2015-03-06;1166036018;"33,00"
"41802";2015-03-06;2130883014;"48,16"
"42120";2015-03-06;1166405015;"71,45"
"42438";2015-03-06;29415039;"58,94"
"42915";2015-03-06;7265182019;"31,50"
"43233";2015-03-06;9589470015;"38,00"
"6";2015-03-07;7264106019;"25,00"
"330";2015-03-07;3798417055;"121,00"
"945";2015-03-07;2365272016;"30,00"
"1067";2015-03-07;7149050010;"60,23"
"2092";2015-03-07;1361313032;"34,48"
"2516";2015-03-07;1357714029;"41,09"
"2671";2015-03-07;2270223013;"58,57"
"4213";2015-03-07;2135926016;"56,50"
"4860";2015-03-07;1282296017;"52,00"
"5076";2015-03-07;1308606019;"61,01"
"5746";2015-03-07;7053779034;"56,02"
"6233";2015-03-07;1175423017;"36,00"
"8414";2015-03-07;1030073015;"34,40"
"10823";2015-03-07;1292991011;"39,70"
"10899";2015-03-07;71627010;"21,00"
"10947";2015-03-07;1201740020;"60,88"
"12461";2015-03-07;1789210034;"56,40"
"15536";2015-03-07;1039957020;"34,18"
"15569";2015-03-07;1339270025;"51,21"
"16489";2015-03-07;3740848019;"31,95"
"17280";2015-03-07;1467884035;"43,45"
"18071";2015-03-07;1379388018;"42,00"
"19549";2015-03-07;1231713013;"52,90"
"19888";2015-03-07;1270990019;"43,82"
"20836";2015-03-07;1204947010;"41,94"
"20970";2015-03-07;2028617011;"30,00"
"21217";2015-03-07;3547352017;"54,52"
"21273";2015-03-07;3573586017;"38,33"
"22014";2015-03-07;2166419014;"44,60"
"22867";2015-03-07;1430424018;"35,00"
"23476";2015-03-07;2306029012;"50,00"
"23770";2015-03-07;3775553021;"20,00"
"23958";2015-03-07;2240989016;"45,00"
"25773";2015-03-07;2395579018;"20,00"
"25821";2015-03-07;2350961011;"59,01"
"26412";2015-03-07;61755011;"64,49"
"27085";2015-03-07;7264792016;"56,20"
"29024";2015-03-07;1043463013;"61,55"
"29173";2015-03-07;2028617011;"4,00"
"29496";2015-03-07;3527312015;"25,50"
"31715";2015-03-07;68294014;"40,00"
"31817";2015-03-07;1208143012;"48,00"
"32078";2015-03-07;9596630031;"53,00"
"32512";2015-03-07;1467884035;"52,80"
"34432";2015-03-07;1240808020;"30,02"
"34785";2015-03-07;1407025038;"60,01"
"34947";2015-03-07;2277110015;"51,00"
"35804";2015-03-07;3484495035;"34,50"
"36755";2015-03-07;7266192017;"53,17"
"38411";2015-03-07;1158516027;"44,00"
"39808";2015-03-07;7057376019;"48,00"
"40410";2015-03-07;1031395011;"47,00"
"40486";2015-03-07;3645176029;"52,00"
"41007";2015-03-07;2368329011;"71,50"
"42045";2015-03-07;3483915017;"39,00"
"42193";2015-03-07;9603720031;"46,50"
"42311";2015-03-07;2191072010;"54,63"
"42692";2015-03-07;1474521034;"39,37"
"42782";2015-03-07;3798417055;"76,00"
"521";2015-03-08;1269714016;"46,00"
"1164";2015-03-08;4138665015;"40,00"
"2659";2015-03-08;2317254013;"59,69"
"2804";2015-03-08;3775130010;"40,00"
"4175";2015-03-08;3079394015;"41,00"
"4698";2015-03-08;1066392024;"36,00"
"5639";2015-03-08;2266284011;"43,21"
"5971";2015-03-08;3192569014;"60,45"
"6018";2015-03-08;7189344018;"54,00"
"6925";2015-03-08;1105395012;"25,02"
"7947";2015-03-08;7202757014;"60,52"
"8119";2015-03-08;2186615013;"59,79"
"8217";2015-03-08;1332478013;"60,00"
"9015";2015-03-08;2372283014;"59,01"
"9621";2015-03-08;1278495011;"50,00"
"10271";2015-03-08;3427265016;"38,06"
"11627";2015-03-08;1342366026;"50,33"
"12473";2015-03-08;2367555012;"55,00"
"12573";2015-03-08;7187918011;"63,70"
"12597";2015-03-08;3217032014;"62,02"
"13296";2015-03-08;1395233032;"25,00"
"13517";2015-03-08;3427265016;"42,78"
"14207";2015-03-08;1692870031;"30,00"
"15573";2015-03-08;1152040016;"27,28"
"15745";2015-03-08;2162322014;"47,91"
"16121";2015-03-08;3981946019;"30,00"
"17722";2015-03-08;9566630052;"30,18"
"18009";2015-03-08;7159628036;"32,01"
"18218";2015-03-08;1441186010;"50,00"
"19536";2015-03-08;1922270028;"97,00"
"19695";2015-03-08;9606980020;"63,00"
"19940";2015-03-08;7215293031;"45,11"
"22042";2015-03-08;2011398017;"40,00"
"24510";2015-03-08;1175423017;"70,00"
"25062";2015-03-08;1182627014;"30,20"
"26076";2015-03-08;9552160023;"65,00"
"27715";2015-03-08;1240828010;"40,00"
"27935";2015-03-08;1405989029;"55,36"
"27959";2015-03-08;7229060012;"39,00"
"28564";2015-03-08;3547352017;"60,73"
"29309";2015-03-08;7261490010;"45,01"
"30290";2015-03-08;7263658010;"62,01"
"31479";2015-03-08;3646568018;"65,50"
"31625";2015-03-08;12225023;"49,03"
"33181";2015-03-08;1312016023;"36,05"
"34575";2015-03-08;7012132010;"43,98"
"34598";2015-03-08;2017477013;"67,00"
"34788";2015-03-08;3781008028;"89,00"
"36743";2015-03-08;2408507014;"30,02"
"37650";2015-03-08;3874720026;"42,50"
"38401";2015-03-08;1249592013;"61,30"
"40192";2015-03-08;1226862025;"50,00"
"41129";2015-03-08;1415456019;"51,85"
"42471";2015-03-08;7215492021;"50,00"
"43078";2015-03-08;1306902022;"55,62"
"309";2015-03-09;2395102019;"74,55"
"527";2015-03-09;1405989029;"73,01"
"1154";2015-03-09;1359234018;"53,51"
"1343";2015-03-09;1370239012;"44,04"
"1913";2015-03-09;3632717017;"51,00"
"2133";2015-03-09;3616583013;"35,68"
"2784";2015-03-09;7173323028;"44,06"
"3434";2015-03-09;2280149026;"56,40"
"7180";2015-03-09;2305049011;"44,50"
"7268";2015-03-09;1141062014;"76,70"
"7401";2015-03-09;9581630020;"73,04"
"8982";2015-03-09;1008093013;"47,80"
"9017";2015-03-09;1136114010;"52,10"
"9051";2015-03-09;3547395024;"84,02"
"9191";2015-03-09;7193839011;"52,50"
"10112";2015-03-09;85430013;"54,15"
"10840";2015-03-09;3794952030;"68,01"
"11368";2015-03-09;1011847041;"45,50"
"12798";2015-03-09;9540500025;"38,00"
"12882";2015-03-09;7178315011;"57,01"
"13447";2015-03-09;3525801027;"40,00"
"13632";2015-03-09;9627760013;"50,00"
"13996";2015-03-09;73917013;"52,60"
"14642";2015-03-09;1341780011;"45,67"
"16334";2015-03-09;2057826012;"48,01"
"17784";2015-03-09;81769018;"30,04"
"17835";2015-03-09;1396205021;"90,00"
"17888";2015-03-09;1232248019;"38,56"
"18311";2015-03-09;75478014;"50,37"
"18613";2015-03-09;60713011;"40,27"
"18744";2015-03-09;1140612017;"47,10"
"18794";2015-03-09;3581356015;"57,00"
"20243";2015-03-09;2335214015;"69,70"
"20402";2015-03-09;2102540014;"45,67"
"20455";2015-03-09;3888036013;"53,01"
"20538";2015-03-09;68294014;"51,70"
"20847";2015-03-09;7175580013;"61,62"
"20929";2015-03-09;2190404016;"30,00"
"21237";2015-03-09;1369275035;"55,88"
"22299";2015-03-09;7194958026;"65,60"
"24528";2015-03-09;2074909015;"51,00"
"24698";2015-03-09;7205949014;"56,00"
"25122";2015-03-09;1395063041;"57,60"
"25436";2015-03-09;1320509035;"50,00"
"26456";2015-03-09;1325873048;"50,00"
"27225";2015-03-09;1226336020;"50,00"
"27643";2015-03-09;7012285024;"37,20"
"27667";2015-03-09;2316429012;"20,00"
"27765";2015-03-09;2324411010;"36,95"
"28234";2015-03-09;2371489018;"71,39"
"28531";2015-03-09;1203071028;"40,00"
"28601";2015-03-09;7265611017;"41,60"
"29220";2015-03-09;2324192016;"53,87"
"29674";2015-03-09;3659645034;"42,00"
"29716";2015-03-09;1035175021;"54,00"
"30251";2015-03-09;3752724025;"48,00"
"30661";2015-03-09;7063921022;"54,00"
"30750";2015-03-09;1192806048;"57,00"
"31854";2015-03-09;2151475013;"50,00"
"33017";2015-03-09;1421483015;"64,50"
"33893";2015-03-09;2063864015;"86,00"
"34627";2015-03-09;7099715018;"51,00"
"35449";2015-03-09;1015804014;"51,00"
"35887";2015-03-09;2216218010;"60,01"
"36294";2015-03-09;1288819012;"68,00"
"36310";2015-03-09;7017151015;"40,00"
"36811";2015-03-09;1310529035;"57,01"
"36822";2015-03-09;1472136058;"58,20"
"37575";2015-03-09;7212769017;"58,01"
"38145";2015-03-09;7219652034;"30,51"
"39386";2015-03-09;14807018;"40,00"
"40539";2015-03-09;2365742018;"30,00"
"40647";2015-03-09;2249029012;"50,00"
"40882";2015-03-09;3952730046;"45,00"
"41080";2015-03-09;1460125022;"12,00"
"41371";2015-03-09;2335359018;"51,00"
"41391";2015-03-09;3704576010;"79,99"
"41440";2015-03-09;2373434012;"30,70"
"41835";2015-03-09;1178071011;"50,00"
"42396";2015-03-09;1117610010;"30,00"
"43156";2015-03-09;2348187018;"77,00"
"291";2015-03-10;62351018;"62,01"
"1249";2015-03-10;40596015;"73,00"
"1504";2015-03-10;3077432015;"53,92"
"1802";2015-03-10;2402091015;"73,50"
"2124";2015-03-10;1223478013;"63,01"
"2160";2015-03-10;84856010;"41,00"
"4347";2015-03-10;7040731015;"50,25"
"4731";2015-03-10;9590710037;"47,00"
"7125";2015-03-10;7194971011;"38,00"
"7363";2015-03-10;2027193014;"76,00"
"8125";2015-03-10;1107675015;"20,00"
"9389";2015-03-10;2336899012;"47,00"
"10810";2015-03-10;1158128013;"50,00"
"11685";2015-03-10;7107299013;"56,00"
"12190";2015-03-10;7012130022;"50,00"
"12299";2015-03-10;1176059026;"50,00"
"12634";2015-03-10;3187893031;"59,10"
"12818";2015-03-10;3633486026;"33,00"
"14153";2015-03-10;2358310013;"30,01"
"15140";2015-03-10;65424010;"32,82"
"15306";2015-03-10;9605100018;"22,00"
"15450";2015-03-10;2369877018;"60,00"
"15773";2015-03-10;1176658017;"62,20"
"16714";2015-03-10;2319600015;"40,00"
"16855";2015-03-10;2338577012;"50,00"
"17315";2015-03-10;1181583010;"81,50"
"17443";2015-03-10;2323813018;"43,51"
"18343";2015-03-10;66052018;"48,00"
"18652";2015-03-10;1270306018;"50,00"
"19724";2015-03-10;1002287017;"48,00"
"19818";2015-03-10;20121016;"40,00"
"19922";2015-03-10;7057376019;"6,44"
"20811";2015-03-10;2331592018;"40,00"
"21995";2015-03-10;2395846011;"41,73"
"24173";2015-03-10;7145607029;"68,00"
"24197";2015-03-10;2007529021;"62,00"
"24223";2015-03-10;1384933014;"64,73"
"24964";2015-03-10;2402091015;"57,70"
"25077";2015-03-10;3795528011;"23,00"
"25091";2015-03-10;7226948011;"43,40"
"25368";2015-03-10;1376133029;"50,00"
"25544";2015-03-10;7164418027;"10,27"
"27383";2015-03-10;2324192016;"62,30"
"27527";2015-03-10;9625320018;"47,31"
"28144";2015-03-10;3220836013;"49,00"
"28306";2015-03-10;3181585021;"49,00"
"28481";2015-03-10;3386383016;"32,00"
"30644";2015-03-10;1399620010;"36,31"
"31096";2015-03-10;7266075014;"60,00"
"33442";2015-03-10;7008273018;"40,00"
"33606";2015-03-10;7236159013;"38,70"
"33728";2015-03-10;2007529021;"44,06"
"33965";2015-03-10;7263680014;"20,00"
"34131";2015-03-10;7193943011;"45,40"
"34599";2015-03-10;1114129016;"12,48"
"36212";2015-03-10;3220838027;"44,00"
"36418";2015-03-10;1332109014;"40,74"
"38535";2015-03-10;1268455017;"48,10"
"38578";2015-03-10;85729018;"55,00"
"38894";2015-03-10;1156857019;"82,46"
"39366";2015-03-10;7232324017;"51,00"
"39645";2015-03-10;3581013012;"59,20"
"40642";2015-03-10;3702879010;"32,00"
"41115";2015-03-10;75478014;"49,87"
"41393";2015-03-10;9630680026;"54,50"
"41878";2015-03-10;45196019;"45,60"
"42135";2015-03-10;3787986011;"45,06"
"43118";2015-03-10;2229745017;"38,08"
"373";2015-03-11;1263567016;"66,85"
"1890";2015-03-11;2114554011;"30,00"
"2015";2015-03-11;1417874060;"54,00"
"2141";2015-03-11;1285978033;"55,05"
"2330";2015-03-11;1311076069;"150,00"
"2666";2015-03-11;87430011;"35,89"
"2764";2015-03-11;3963920016;"64,70"
"3068";2015-03-11;1069735039;"57,10"
"3187";2015-03-11;2360399012;"50,02"
"4112";2015-03-11;3781507011;"80,00"
"4207";2015-03-11;1293228027;"63,08"
"4229";2015-03-11;1247953017;"30,00"
"4296";2015-03-11;18398030;"58,12"
"4850";2015-03-11;1053607012;"37,25"
"4885";2015-03-11;3771229014;"36,01"
"5986";2015-03-11;3394045011;"25,00"
"6321";2015-03-11;2329067015;"40,00"
"7081";2015-03-11;3268509019;"62,00"
"7387";2015-03-11;3798650028;"63,01"
"7573";2015-03-11;1460125022;"63,01"
"7979";2015-03-11;60809025;"52,10"
"8758";2015-03-11;7239513018;"60,00"
"8919";2015-03-11;1028606042;"52,50"
"9113";2015-03-11;3771410010;"56,40"
"9452";2015-03-11;1117610010;"54,00"
"9853";2015-03-11;2374671018;"40,00"
"10403";2015-03-11;1242672018;"20,00"
"10534";2015-03-11;60865019;"59,60"
"10680";2015-03-11;2218394017;"65,93"
"10755";2015-03-11;63636029;"50,25"
"10979";2015-03-11;3390850018;"50,00"
"11399";2015-03-11;10253019;"67,40"
"12068";2015-03-11;2089540011;"58,20"
"12160";2015-03-11;1398523025;"58,00"
"12245";2015-03-11;7207162012;"44,00"
"12393";2015-03-11;2186495010;"31,60"
"13347";2015-03-11;1395048034;"63,50"
"13687";2015-03-11;1100602016;"80,00"
"13980";2015-03-11;49012022;"46,71"
"14256";2015-03-11;7002463029;"40,00"
"14514";2015-03-11;11923024;"34,50"
"15272";2015-03-11;7057442035;"45,97"
"15378";2015-03-11;9530640062;"33,55"
"16335";2015-03-11;68726023;"72,23"
"16432";2015-03-11;1743041095;"72,12"
"17129";2015-03-11;36202016;"52,36"
"17645";2015-03-11;7263680014;"40,00"
"17928";2015-03-11;2368329011;"60,01"
"18193";2015-03-11;2381666027;"49,91"
"19677";2015-03-11;83465011;"50,60"
"22018";2015-03-11;7204176015;"45,60"
"22790";2015-03-11;7263656014;"30,00"
"23015";2015-03-11;2064568011;"64,55"
"23630";2015-03-11;7203523019;"50,00"
"23890";2015-03-11;1462819010;"50,00"
"25934";2015-03-11;9609180016;"46,00"
"26048";2015-03-11;7223750014;"60,01"
"26512";2015-03-11;1259926018;"60,01"
"26847";2015-03-11;2383413014;"61,19"
"27757";2015-03-11;7092025019;"64,13"
"27938";2015-03-11;2084040017;"58,59"
"29835";2015-03-11;7193456014;"26,02"
"29844";2015-03-11;21616014;"52,98"
"30050";2015-03-11;64645029;"44,30"
"30451";2015-03-11;2184406019;"40,90"
"30832";2015-03-11;71627010;"25,50"
"31242";2015-03-11;3749060012;"49,46"
"31459";2015-03-11;56651035;"60,00"
"31572";2015-03-11;3495175030;"67,00"
"31862";2015-03-11;3490364043;"50,00"
"32597";2015-03-11;3431289010;"69,70"
"32970";2015-03-11;83328011;"37,92"
"33665";2015-03-11;1425630025;"37,26"
"34181";2015-03-11;7107299013;"70,50"
"34743";2015-03-11;1311553018;"56,40"
